Sum of actual_lead_time_days,Sum of delay_days,Sum of base_lead_time_days,delivery_status,delay_days (bins),destination_city,disruption_event,Sum of geopolitical_risk_index,Sum of inflation_rate_pct,Sum of is_delayed,Sum of lead_time_variance_days,mitigation_action_taken,Sum of on_time_flag,order_date,Sum of order_weight_kg,order_id,origin_city,product_category,risk_band,Sum of risk_bucket,Sum of risk_score,route_type,Sum of scheduled_lead_time_days,Sum of shipping_cost_usd,transportation_mode,Sum of weather_severity_index
8,4,2,Late,0,"Singapore, SG",Severe Weather (Typhoon/Storm),0.41,2.88,1,4,Expedited Air Freight,0,2025-07-31 00:00:00,7705,ORD-10261A56,"Tokyo, JP",Pharmaceuticals,Medium,2,2.161,Intra-Asia,4,107554.09,Air,4
13,3,7,Late,0,"Singapore, SG",Severe Weather (Typhoon/Storm),0.46,2.48,1,3,Standard Shipping,0,2024-07-07 00:00:00,6312,ORD-94F951D5,"Tokyo, JP",Auto Parts,Low,1,1.613,Intra-Asia,10,5529.31,Sea,2.6
12,3,7,Late,0,"Singapore, SG",Severe Weather (Typhoon/Storm),0.58,2.37,1,3,Standard Shipping,0,2024-08-02 00:00:00,3636,ORD-0A2E60B2,"Tokyo, JP",Textiles,High,3,3.85,Intra-Asia,9,3446.93,Sea,8.9
11,2,7,Late,0,"Singapore, SG",Severe Weather (Typhoon/Storm),0.9,4.01,1,2,Standard Shipping,0,2025-09-16 00:00:00,1381,ORD-71F99A5F,"Tokyo, JP",Textiles,Low,1,1.487,Intra-Asia,9,1574.34,Sea,0.8
35,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.21,5.4,1,9,Expedited Air Freight,0,2024-10-03 00:00:00,6229,ORD-6C8ABC3D,"Mumbai, IN",Pharmaceuticals,High,3,3.66,Suez,26,9044.52,Sea,7.1
13,7,3,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.86,1.16,1,7,Expedited Air Freight,0,2024-11-19 00:00:00,2791,ORD-BE23FB30,"Mumbai, IN",Pharmaceuticals,High,3,3.559,Suez,6,68524.63,Air,8.4
34,8,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.14,3.62,1,8,Expedited Air Freight,0,2025-08-10 00:00:00,5917,ORD-C2869A76,"Mumbai, IN",Semiconductors,Low,1,1.662,Suez,26,8094.46,Sea,2.5
13,9,3,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.17,4.44,1,9,Expedited Air Freight,0,2025-11-12 00:00:00,3378,ORD-2C84DFEB,"Mumbai, IN",Pharmaceuticals,High,3,4.08,Suez,4,52169.83,Air,8.9
34,8,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.15,3.45,1,8,Expedited Air Freight,0,2025-11-22 00:00:00,9485,ORD-123D01B7,"Mumbai, IN",Pharmaceuticals,High,3,3.488,Suez,26,13089.31,Sea,7.8
35,8,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.7,3.09,1,8,Re-routing,0,2024-02-25 00:00:00,6384,ORD-CD8B06C8,"Mumbai, IN",Auto Parts,Low,1,1.773,Suez,27,8682.24,Sea,2.4
36,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.12,1.89,1,9,Re-routing,0,2024-06-14 00:00:00,2897,ORD-741EFED0,"Mumbai, IN",Perishable Foods,Low,1,1.202,Suez,27,2595.71,Sea,2.2
36,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.23,1.61,1,9,Re-routing,0,2024-09-02 00:00:00,7722,ORD-E5B1E0B4,"Mumbai, IN",Consumer Electronics,Medium,2,2.246,Suez,27,7598.45,Sea,5.2
34,7,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.21,2.57,1,7,Re-routing,0,2024-11-12 00:00:00,3421,ORD-2DCF9649,"Mumbai, IN",Textiles,Medium,2,2.324,Suez,27,3311.52,Sea,4.9
35,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.45,4.23,1,9,Re-routing,0,2024-11-15 00:00:00,1212,ORD-4243BEBF,"Mumbai, IN",Auto Parts,Medium,2,2.904,Suez,26,1405.92,Sea,5.3
35,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.64,4.4,1,9,Re-routing,0,2025-04-28 00:00:00,305,ORD-16919CF2,"Mumbai, IN",Raw Materials,Low,1,1.413,Suez,26,400.16,Sea,0.7
34,9,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.88,5.07,1,9,Re-routing,0,2025-07-19 00:00:00,6319,ORD-4CF864EC,"Mumbai, IN",Raw Materials,Medium,2,2.355,Suez,25,9503.78,Sea,2.7
34,7,24,Late,5,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.36,3.72,1,7,Re-routing,0,2025-08-26 00:00:00,7899,ORD-0660A71E,"Mumbai, IN",Perishable Foods,Low,1,1.956,Suez,27,8594.11,Sea,3
25,6,18,Late,5,"Los Angeles, US",Port Congestion,0.12,5.21,1,6,Standard Shipping,0,2024-11-15 00:00:00,8680,ORD-E55013FC,"Shanghai, CN",Perishable Foods,High,3,3.476,Pacific,19,5346.88,Sea,6.8
26,6,18,Late,5,"Los Angeles, US",Port Congestion,0.78,4.37,1,6,Standard Shipping,0,2024-12-12 00:00:00,8512,ORD-5C6744E5,"Shanghai, CN",Auto Parts,High,3,3.325,Pacific,20,8333.25,Sea,6
24,5,18,Late,5,"Los Angeles, US",Port Congestion,0.22,1.03,1,5,Standard Shipping,0,2025-11-05 00:00:00,1994,ORD-734C6AF3,"Shanghai, CN",Textiles,Low,1,1.915,Pacific,19,1337.97,Sea,4.6
25,5,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.41,3.24,1,5,Expedited Air Freight,0,2024-07-13 00:00:00,7932,ORD-8B8E3CBE,"Shanghai, CN",Semiconductors,High,3,3.493,Pacific,20,10065.71,Sea,7.6
10,5,2,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.48,5.05,1,5,Expedited Air Freight,0,2024-07-25 00:00:00,6126,ORD-70EDF63F,"Shanghai, CN",Semiconductors,High,3,4.201,Pacific,5,89758.15,Air,8.5
26,5,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.24,0.48,1,5,Expedited Air Freight,0,2024-09-13 00:00:00,9536,ORD-E74BA0A8,"Shanghai, CN",Semiconductors,Medium,2,2.339,Pacific,21,10642.18,Sea,6.1
10,5,2,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.2,3.18,1,5,Expedited Air Freight,0,2025-08-02 00:00:00,3214,ORD-07A6CAC3,"Shanghai, CN",Semiconductors,High,3,3.456,Pacific,5,38182.32,Air,7.8
27,8,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.74,4.06,1,8,Expedited Air Freight,0,2025-09-20 00:00:00,6428,ORD-63BA676A,"Shanghai, CN",Pharmaceuticals,High,3,3.945,Pacific,19,10066.25,Sea,8
25,6,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.46,4.72,1,6,Standard Shipping,0,2024-07-19 00:00:00,3436,ORD-3A2ED0ED,"Shanghai, CN",Consumer Electronics,Low,1,1.606,Pacific,19,3009.94,Sea,1.3
28,7,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.71,3.04,1,7,Standard Shipping,0,2024-07-29 00:00:00,5193,ORD-DB11B024,"Shanghai, CN",Raw Materials,High,3,4.323,Pacific,21,5328.02,Sea,9.7
26,6,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.29,3.71,1,6,Standard Shipping,0,2024-07-30 00:00:00,5228,ORD-FDAD0252,"Shanghai, CN",Raw Materials,Medium,2,2.868,Pacific,20,4046.47,Sea,5.7
26,7,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.31,4.25,1,7,Standard Shipping,0,2024-08-01 00:00:00,8961,ORD-0BD41485,"Shanghai, CN",Textiles,High,3,3.965,Pacific,19,7043.34,Sea,8.5
27,6,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.5,2.83,1,6,Standard Shipping,0,2024-08-01 00:00:00,1180,ORD-E4D1A9B4,"Shanghai, CN",Textiles,Medium,2,2.401,Pacific,21,1062,Sea,4.6
24,5,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.56,5.77,1,5,Standard Shipping,0,2024-08-03 00:00:00,6042,ORD-8F49EB87,"Shanghai, CN",Auto Parts,High,3,4.521,Pacific,19,5655.31,Sea,8.9
27,8,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.45,3.35,1,8,Standard Shipping,0,2024-08-21 00:00:00,834,ORD-01470266,"Shanghai, CN",Auto Parts,Medium,2,3.043,Pacific,19,725.58,Sea,6.2
24,5,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.69,2.7,1,5,Standard Shipping,0,2025-07-10 00:00:00,6304,ORD-563E448B,"Shanghai, CN",Auto Parts,Low,1,0.991,Pacific,19,6392.26,Sea,0.4
26,6,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.16,4.89,1,6,Standard Shipping,0,2025-08-03 00:00:00,5484,ORD-571113B7,"Shanghai, CN",Auto Parts,Low,1,1.155,Pacific,20,3816.86,Sea,0.3
28,8,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.66,2.5,1,8,Standard Shipping,0,2025-08-28 00:00:00,8106,ORD-151FB70E,"Shanghai, CN",Perishable Foods,Medium,2,3.002,Pacific,20,8073.58,Sea,6.3
27,7,18,Late,5,"Los Angeles, US",Severe Weather (Typhoon/Storm),0.58,3.63,1,7,Standard Shipping,0,2025-09-20 00:00:00,5685,ORD-3CF505B8,"Shanghai, CN",Perishable Foods,Low,1,1.407,Pacific,20,5389.38,Sea,1.2
19,6,12,Late,5,"New York, US",Port Congestion,0.74,3.67,1,6,Expedited Air Freight,0,2025-09-22 00:00:00,4801,ORD-B463AFB8,"Hamburg, DE",Semiconductors,High,3,3.867,Atlantic,13,6891.84,Sea,8
19,5,12,Late,5,"New York, US",Port Congestion,0.51,4.17,1,5,Standard Shipping,0,2024-03-13 00:00:00,3452,ORD-A32F7481,"Hamburg, DE",Raw Materials,Medium,2,3.094,Atlantic,14,2866.89,Sea,5.8
19,5,12,Late,5,"New York, US",Port Congestion,0.86,2.5,1,5,Standard Shipping,0,2024-04-19 00:00:00,1288,ORD-6212A60E,"Hamburg, DE",Consumer Electronics,Medium,2,2.952,Atlantic,14,1317.62,Sea,5.9
18,5,12,Late,5,"New York, US",Port Congestion,0.8,5.53,1,5,Standard Shipping,0,2024-09-04 00:00:00,7255,ORD-641CDE8B,"Hamburg, DE",Textiles,Medium,2,2.446,Atlantic,13,7182.45,Sea,2.8
18,5,12,Late,5,"New York, US",Port Congestion,0.37,3.6,1,5,Standard Shipping,0,2024-10-19 00:00:00,254,ORD-DA7F09E8,"Hamburg, DE",Perishable Foods,Medium,2,2.847,Atlantic,13,191.39,Sea,5.6
19,5,12,Late,5,"New York, US",Port Congestion,0.41,2.73,1,5,Standard Shipping,0,2024-11-04 00:00:00,989,ORD-74DD9E6A,"Hamburg, DE",Textiles,Low,1,0.941,Atlantic,14,766.98,Sea,0.6
20,5,12,Late,5,"New York, US",Port Congestion,0.41,3.85,1,5,Standard Shipping,0,2025-01-07 00:00:00,4886,ORD-830B2867,"Hamburg, DE",Auto Parts,Medium,2,2.145,Atlantic,15,3789.09,Sea,3.4
18,5,12,Late,5,"New York, US",Port Congestion,0.62,4.01,1,5,Standard Shipping,0,2025-06-08 00:00:00,1385,ORD-897687DC,"Hamburg, DE",Textiles,High,3,3.321,Atlantic,13,1234.04,Sea,6.4
39,8,28,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.61,3.69,1,8,Expedited Air Freight,0,2024-06-17 00:00:00,4428,ORD-E7D391EC,"Shenzhen, CN",Semiconductors,Low,1,1.958,Suez,31,8554.9,Sea,2.7
13,8,3,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.14,2.88,1,8,Expedited Air Freight,0,2024-06-21 00:00:00,6909,ORD-3B807D3C,"Shenzhen, CN",Semiconductors,Medium,2,2.739,Suez,5,103966.63,Air,6
13,8,3,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.33,2.71,1,8,Expedited Air Freight,0,2025-03-17 00:00:00,3475,ORD-37D292EE,"Shenzhen, CN",Pharmaceuticals,Medium,2,3.141,Suez,5,61007.09,Air,7
13,9,3,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.54,2.12,1,9,Expedited Air Freight,0,2025-12-02 00:00:00,3125,ORD-899BE640,"Shenzhen, CN",Pharmaceuticals,High,3,3.642,Suez,4,63525,Air,8.5
38,9,28,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.38,4.77,1,9,Re-routing,0,2024-07-28 00:00:00,7632,ORD-6F0ABEE0,"Shenzhen, CN",Raw Materials,High,3,4.24,Suez,29,8425.73,Sea,8.9
37,6,28,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.37,4.24,1,6,Re-routing,0,2024-09-22 00:00:00,9840,ORD-B0B5CA02,"Shenzhen, CN",Raw Materials,Medium,2,2.065,Suez,31,10784.64,Sea,3
38,9,28,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.18,2.27,1,9,Re-routing,0,2025-03-02 00:00:00,9378,ORD-D29B963E,"Shenzhen, CN",Textiles,Medium,2,2.6,Suez,29,8852.83,Sea,5.9
39,8,28,Late,5,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.64,2.76,1,8,Re-routing,0,2025-04-14 00:00:00,7584,ORD-358B0702,"Shenzhen, CN",Consumer Electronics,High,3,3.325,Suez,31,9950.21,Sea,7.1
42,6,35,Late,5,"Shanghai, CN",Port Congestion,0.85,2.55,1,6,Standard Shipping,0,2024-07-10 00:00:00,7895,ORD-4B6D96ED,"Santos, BR",Textiles,High,3,4.113,Commodity,36,8033.17,Sea,9.2
43,6,35,Late,5,"Shanghai, CN",Port Congestion,0.15,3.36,1,6,Standard Shipping,0,2024-07-20 00:00:00,8324,ORD-6B9B5C11,"Santos, BR",Textiles,Medium,2,2.455,Commodity,37,5264.93,Sea,4.9
11,8,2,Late,5,"Singapore, SG",Port Congestion,0.32,4.36,1,8,Expedited Air Freight,0,2024-05-12 00:00:00,8390,ORD-FC54F1F8,"Tokyo, JP",Semiconductors,High,3,3.466,Intra-Asia,3,100503.81,Air,7
9,6,2,Late,5,"Singapore, SG",Port Congestion,0.45,3.02,1,6,Expedited Air Freight,0,2025-06-05 00:00:00,3296,ORD-51E5AB48,"Tokyo, JP",Pharmaceuticals,High,3,3.362,Intra-Asia,3,43371.24,Air,7.3
9,6,2,Late,5,"Singapore, SG",Port Congestion,0.25,6.47,1,6,Expedited Air Freight,0,2025-10-23 00:00:00,5412,ORD-EE64CA63,"Tokyo, JP",Pharmaceuticals,High,3,3.507,Intra-Asia,3,61392.38,Air,6
14,6,7,Late,5,"Singapore, SG",Port Congestion,0.87,3.37,1,6,Standard Shipping,0,2025-02-27 00:00:00,8228,ORD-B0E09150,"Tokyo, JP",Consumer Electronics,High,3,4.286,Intra-Asia,8,8462.5,Sea,9.2
14,5,7,Late,5,"Singapore, SG",Port Congestion,0.69,3.39,1,5,Standard Shipping,0,2025-12-30 00:00:00,5492,ORD-20016473,"Tokyo, JP",Consumer Electronics,High,3,4.209,Intra-Asia,9,5104.81,Sea,9.2
15,6,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.77,0.05,1,6,Expedited Air Freight,0,2024-07-04 00:00:00,4415,ORD-24B1C93A,"Tokyo, JP",Semiconductors,Medium,2,2.072,Intra-Asia,9,7033.1,Sea,4.9
10,6,2,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.8,3.62,1,6,Expedited Air Freight,0,2025-09-06 00:00:00,4565,ORD-0DBFE2C3,"Tokyo, JP",Semiconductors,Low,1,1.994,Intra-Asia,4,81348.3,Air,2.6
17,9,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.52,3.43,1,9,Expedited Air Freight,0,2025-09-25 00:00:00,506,ORD-43457DBD,"Tokyo, JP",Semiconductors,Low,1,1.41,Intra-Asia,8,692.21,Sea,1.4
17,9,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.58,5.31,1,9,Standard Shipping,0,2024-08-22 00:00:00,3956,ORD-0B284F78,"Tokyo, JP",Auto Parts,Medium,2,2.163,Intra-Asia,8,3750.29,Sea,2.4
15,6,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.51,4.95,1,6,Standard Shipping,0,2024-08-27 00:00:00,5969,ORD-3AEBDB0B,"Tokyo, JP",Auto Parts,Medium,2,3.145,Intra-Asia,9,5407.92,Sea,5.5
13,5,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.78,4.8,1,5,Standard Shipping,0,2025-08-15 00:00:00,2801,ORD-1BF12396,"Tokyo, JP",Raw Materials,Low,1,1.871,Intra-Asia,8,2991.47,Sea,1.6
17,7,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.64,3.9,1,7,Standard Shipping,0,2025-08-23 00:00:00,4025,ORD-1938D053,"Tokyo, JP",Textiles,High,3,3.973,Intra-Asia,10,3960.6,Sea,8.3
16,6,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.25,5.09,1,6,Standard Shipping,0,2025-08-23 00:00:00,9078,ORD-43D29C57,"Tokyo, JP",Perishable Foods,High,3,4.421,Intra-Asia,10,6808.5,Sea,9.4
16,8,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.68,1.63,1,8,Standard Shipping,0,2025-08-26 00:00:00,4408,ORD-7B402895,"Tokyo, JP",Auto Parts,Low,1,1.157,Intra-Asia,8,4443.26,Sea,1.5
17,7,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.77,3.85,1,7,Standard Shipping,0,2025-09-03 00:00:00,650,ORD-BB2427A8,"Tokyo, JP",Perishable Foods,Medium,2,2.237,Intra-Asia,10,690.3,Sea,3.2
17,9,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.32,4.46,1,9,Standard Shipping,0,2025-09-09 00:00:00,6645,ORD-E4D96AC9,"Tokyo, JP",Auto Parts,Medium,2,2.716,Intra-Asia,8,5262.84,Sea,4.8
14,5,7,Late,5,"Singapore, SG",Severe Weather (Typhoon/Storm),0.31,5.07,1,5,Standard Shipping,0,2025-09-23 00:00:00,1325,ORD-27A7FC77,"Tokyo, JP",Raw Materials,Medium,2,2.729,Intra-Asia,9,1041.46,Sea,4.5
18,14,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.81,4.69,1,14,Expedited Air Freight,0,2024-01-19 00:00:00,4224,ORD-98DBB9AA,"Mumbai, IN",Semiconductors,High,3,3.578,Suez,4,100919.81,Air,6.5
15,10,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.73,4.76,1,10,Expedited Air Freight,0,2024-02-01 00:00:00,3607,ORD-2360B95A,"Mumbai, IN",Semiconductors,Medium,2,2.331,Suez,5,82369.46,Air,3
16,10,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.29,4.05,1,10,Expedited Air Freight,0,2024-05-01 00:00:00,4849,ORD-BCDFE301,"Mumbai, IN",Pharmaceuticals,Low,1,1.326,Suez,6,82568.76,Air,1.1
17,12,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.22,1.83,1,12,Expedited Air Freight,0,2024-09-09 00:00:00,876,ORD-37000B96,"Mumbai, IN",Pharmaceuticals,Low,1,1.585,Suez,5,14107.1,Air,3.2
15,10,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.9,2.62,1,10,Expedited Air Freight,0,2025-04-06 00:00:00,4572,ORD-CEE99CC3,"Mumbai, IN",Semiconductors,High,3,4.254,Suez,5,114665.76,Air,9.5
38,11,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.39,3.1,1,11,Expedited Air Freight,0,2025-07-17 00:00:00,8760,ORD-86171B32,"Mumbai, IN",Semiconductors,Medium,2,3.176,Suez,27,14611.68,Sea,6.8
16,10,3,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.42,1.16,1,10,Expedited Air Freight,0,2025-09-27 00:00:00,7912,ORD-D3950875,"Mumbai, IN",Semiconductors,Low,1,2.031,Suez,6,148302.53,Air,4.6
40,13,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.3,4.31,1,13,Expedited Air Freight,0,2025-10-04 00:00:00,5952,ORD-CD481240,"Mumbai, IN",Semiconductors,Low,1,1.102,Suez,27,9285.12,Sea,0.3
39,14,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.42,4.91,1,14,Expedited Air Freight,0,2025-11-15 00:00:00,8611,ORD-C6E14EBF,"Mumbai, IN",Semiconductors,Medium,2,2.641,Suez,25,14673.14,Sea,4.2
41,14,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.75,5.58,1,14,Re-routing,0,2024-01-26 00:00:00,1975,ORD-D4A0A125,"Mumbai, IN",Consumer Electronics,Medium,2,2.994,Suez,27,2764.99,Sea,4.4
37,10,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.8,4.39,1,10,Re-routing,0,2024-03-22 00:00:00,104,ORD-CE1B5D69,"Mumbai, IN",Auto Parts,Medium,2,2.568,Suez,27,149.76,Sea,3.8
39,13,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.65,5.13,1,13,Re-routing,0,2024-05-03 00:00:00,8613,ORD-DEF55D98,"Mumbai, IN",Textiles,Medium,2,2.334,Suez,26,11369.15,Sea,2.9
37,12,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.37,6.09,1,12,Re-routing,0,2024-06-10 00:00:00,5437,ORD-CC1311B6,"Mumbai, IN",Auto Parts,High,3,4.745,Suez,25,5958.96,Sea,9.6
39,14,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.61,2.29,1,14,Re-routing,0,2024-09-26 00:00:00,7747,ORD-E00B3D58,"Mumbai, IN",Auto Parts,Low,1,1.643,Suez,25,9978.13,Sea,2.6
38,12,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.34,3.83,1,12,Re-routing,0,2024-10-05 00:00:00,4597,ORD-16870EE5,"Mumbai, IN",Consumer Electronics,Low,1,1.759,Suez,26,4927.98,Sea,2.4
36,11,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.83,4.36,1,11,Re-routing,0,2024-10-12 00:00:00,7030,ORD-7F2BE8BC,"Mumbai, IN",Perishable Foods,Low,1,1.316,Suez,25,10291.92,Sea,0.2
39,14,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.87,3.43,1,14,Re-routing,0,2025-02-18 00:00:00,137,ORD-90479033,"Mumbai, IN",Raw Materials,High,3,3.738,Suez,25,204.94,Sea,7.6
38,12,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.48,4.47,1,12,Re-routing,0,2025-03-10 00:00:00,1361,ORD-92983D3F,"Mumbai, IN",Textiles,High,3,4.54,Suez,26,1611.42,Sea,9.8
37,10,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.72,4.31,1,10,Re-routing,0,2025-05-28 00:00:00,5008,ORD-6D488A39,"Mumbai, IN",Consumer Electronics,Low,1,1.431,Suez,27,6891.01,Sea,0.7
36,10,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.83,1.68,1,10,Re-routing,0,2025-07-27 00:00:00,5488,ORD-499226AD,"Mumbai, IN",Consumer Electronics,Medium,2,2.81,Suez,26,8034.43,Sea,6
38,11,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.85,4.84,1,11,Re-routing,0,2025-08-12 00:00:00,2540,ORD-B372628D,"Mumbai, IN",Perishable Foods,High,3,3.381,Suez,27,3759.2,Sea,5.8
40,13,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.88,1.83,1,13,Re-routing,0,2025-09-18 00:00:00,7852,ORD-4B9C18D1,"Mumbai, IN",Consumer Electronics,Low,1,1.637,Suez,27,11809.41,Sea,2.5
37,10,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.76,2.7,1,10,Re-routing,0,2025-10-01 00:00:00,5233,ORD-A5899794,"Mumbai, IN",Auto Parts,High,3,3.472,Suez,27,7368.06,Sea,7.4
38,13,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.38,2.38,1,13,Re-routing,0,2025-10-23 00:00:00,2587,ORD-678C374A,"Mumbai, IN",Consumer Electronics,Medium,2,2.467,Suez,25,2856.05,Sea,5.2
39,14,24,Late,10,"Felixstowe, UK",Geopolitical Conflict (Route Diversion),0.63,4.21,1,14,Re-routing,0,2025-11-16 00:00:00,8704,ORD-8D64A249,"Mumbai, IN",Perishable Foods,Low,1,1.511,Suez,25,11350.02,Sea,1.1
43,12,28,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.55,4.13,1,12,Expedited Air Freight,0,2024-01-08 00:00:00,3252,ORD-F0DF2511,"Shenzhen, CN",Semiconductors,Medium,2,2.229,Suez,31,6048.72,Sea,3.3
18,13,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.2,5.28,1,13,Expedited Air Freight,0,2024-03-18 00:00:00,9515,ORD-6D48AF20,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.196,Suez,5,150717.6,Air,3
16,12,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.67,5.96,1,12,Expedited Air Freight,0,2024-07-03 00:00:00,6653,ORD-D4B2A0F7,"Shenzhen, CN",Semiconductors,Medium,2,2.404,Suez,4,146658.74,Air,2.6
15,10,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.66,3.9,1,10,Expedited Air Freight,0,2024-10-08 00:00:00,6607,ORD-65BB8EFC,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.652,Suez,5,144772.58,Air,4.5
15,11,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.69,3.61,1,11,Expedited Air Freight,0,2024-12-06 00:00:00,8336,ORD-7D039269,"Shenzhen, CN",Pharmaceuticals,Low,1,1.593,Suez,4,185959.49,Air,1.6
42,11,28,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.14,3.42,1,11,Expedited Air Freight,0,2024-12-29 00:00:00,1947,ORD-3B91C333,"Shenzhen, CN",Semiconductors,High,3,3.967,Suez,31,2663.5,Sea,9.2
17,13,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.26,1.37,1,13,Expedited Air Freight,0,2025-01-25 00:00:00,6490,ORD-330A29C8,"Shenzhen, CN",Semiconductors,Low,1,1.931,Suez,4,107941.68,Air,4.4
16,10,3,Late,10,"Rotterdam, NL",Geopolitical Conflict (Route Diversion),0.86,3.6,1,10,Expedited Air Freight,0,2025-10-12 00:00:00,6018,ORD-84A4405A,"Shenzhen, CN",Semiconductors,High,3,3.662,Suez,6,147753.94,Air,7.3
